DocID	FilerName	MemberName	State	District	Year	Destination	FilingType	DepartureDate	ReturnDate	TravelSponsor
500022931	Ricki Schroeder	Conaway, K. Michael	TX	11	2020	West Palm Beach, FL	Original	2/19/2020	2/21/2020	South Florida Agriculture Foundation
500022932	Abbie Sorrendino	Morelle, Joseph	NY	25	2020	El Paso, TX	Original	2/17/2020	2/22/2020	Woodrow Wilson International Center for Scholars
500022932	Abbie Sorrendino	Morelle, Joseph	NY	25	2020	Mexico City, Mexico	Original	2/17/2020	2/22/2020	Woodrow Wilson International Center for Scholars
500022933	Tiffany Guarscio	Pallone, Frank	NJ	6	2020	Berlin, Germany	Original	2/17/2020	2/21/2020	Global Women's Innovation Network
500022934	Elizabeth Barczak	Gonzalez, Anthony	OH	16	2020	Clewiston, FL	Original	2/19/2020	2/21/2020	South Florida Agriculture Foundation
500022934	Elizabeth Barczak	Gonzalez, Anthony	OH	16	2020	West Palm Beach, FL	Original	2/19/2020	2/21/2020	South Florida Agriculture Foundation
500022935	Charles C. Keller	Wagner, Ann	MO	2	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022936	Emily Domenech	McCarthy, Kevin	CA	20	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022937	Preston Hill	McCarthy, Kevin	CA	20	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022938	Brittan Specht	McCarthy, Kevin	CA	20	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022939	Michele P. Exner	McCarthy, Kevin	CA	20	2020	White Sulpher Springs, WV	Original	2/19/2020	2/23/2020	Congressional Institute
500022940	Emily Michael	Griffith, H. Morgan	VA	9	2020	Berlin, Germany	Original	2/15/2020	2/21/2020	Global Women's Innovation Network
500022941	Timothy J. Ranstrom	Neal, Richard	MA	1	2020	Los Angeles, CA	Original	2/18/2020	2/20/2020	Motion Picture Association
500022941	Timothy J. Ranstrom	Neal, Richard	MA	1	2020	Universal City, CA	Original	2/18/2020	2/20/2020	Motion Picture Association
500022942	Anthony Lis	Bergman, Jack	MI	1	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022943	Mike Quigley	Quigley, Mike	IL	5	2020	Kyoto, Japan	Original	2/15/2020	2/22/2020	US Association of Former Members of Congress
500022943	Mike Quigley	Quigley, Mike	IL	5	2020	Tokyo, Japan	Original	2/15/2020	2/22/2020	US Association of Former Members of Congress
500022944	Adam Stewart	Bishop, Rob	UT	1	2020	Beit Sahour, Palestine	Original	2/14/2020	2/22/2020	Rebuilding Alliance
500022944	Adam Stewart	Bishop, Rob	UT	1	2020	Israel	Original	2/14/2020	2/22/2020	Rebuilding Alliance
500022945	Elizabeth Amster	Rice, Kathleen M.	NY	4	2020	Berlin, Germany	Original	2/17/2020	2/21/2020	Global Women's Innovation Network
500022946	Paul Sass	Graves, Sam	MO	6	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022947	Jon Anzur	Keller, Fred	PA	12	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022948	Michele P. Exner	McCarthy, Kevin	CA	20	2020	White Sulpher Springs, WV	Original	2/19/2020	2/23/2020	Congressional Institute
500022949	Colin Carr	Loudermilk, Barry	GA	11	2020	San Francisco, CA	Original	2/18/2020	2/21/2020	Conference of State Bank Supervisors
500022950	Kathy Mahan	Costa, Jim	CA	21	2020	Santa Clara, CA	Original	2/25/2020	2/29/2020	US Association of Former Members of Congress
500022951	Jason Lawrence	Scott, Austin	GA	8	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022952	Liana Guerra	Soto, Darren	FL	9	2020	Clewiston, FL	Original	2/19/2020	2/24/2020	South Florida Agriculture Foundation
500022952	Liana Guerra	Soto, Darren	FL	9	2020	West Palm Beach, FL	Original	2/19/2020	2/24/2020	South Florida Agriculture Foundation
500022953	Robbin Bass	Ratcliffe, John	TX	4	2020	Santa Clara, CA	Original	2/25/2020	2/29/2020	US Association of Former Members of Congress
500022954	Lyndsey Barnes	Higgins, Brian	NY	26	2020	San Juan, PR	Original	2/20/2020	2/23/2020	Information Technology and Innovation Foundation
500022955	Aruna Kalyanam	Neal, Richard	MA	1	2020	San Juan, PR	Original	2/20/2020	2/23/2020	Information Technology and Innovation Foundation
500022956	James Welsh	Walorski, Jackie	IN	2	2020	Banjul, The Gambia	Original	2/16/2020	2/21/2020	International Republican Institute
500022957	Courtney Whetstone	Stivers, Steve	OH	15	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022958	Elena J. Kochnowicz	Hastings, Alcee L.	FL	20	2020	Clewiston, FL	Original	2/19/2020	2/21/2020	South Florida Agricultural Foundation
500022958	Elena J. Kochnowicz	Hastings, Alcee L.	FL	20	2020	West Palm Beach, FL	Original	2/19/2020	2/21/2020	South Florida Agricultural Foundation
500022959	Zachary Howell	Katko, John	NY	24	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022960	Cortney Segman	Trone, David	MD	6	2020	New Orleans, LA	Original	2/18/2020	2/19/2020	Casey Family Programs
500022961	Emily German	Peterson, Collin C.	MN	7	2020	Clewiston, FL	Original	2/19/2020	2/21/2020	South Florida Agriculture Foundation
500022961	Emily German	Peterson, Collin C.	MN	7	2020	West Palm Beach, FL	Original	2/19/2020	2/21/2020	South Florida Agriculture Foundation
500022962	Mark Edward Dreiling	Bacon, Don	NE	2	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022963	Stacy Thompson	Houlahan, Chrissy	PA	6	2020	Kigali, Rwanda	Original	2/15/2020	2/21/2020	United Nations Foundation
500022964	Kathryn Drew	Hoyer, Steny	MD	5	2020	Berlin, Germany	Original	2/17/2020	2/21/2020	Global Women's Innovation Network
500022965	Tom Reed	Reed, Tom	NY	23	2020	Kyoto, Japan	Original	2/15/2020	2/22/2020	US Association of Former Members of Congress
500022965	Tom Reed	Reed, Tom	NY	23	2020	Tokyo, Japan	Original	2/15/2020	2/22/2020	US Association of Former Members of Congress
500022966	Ben Napier	Scalise, Steve	LA	1	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022967	Michelle Dorothy	Houlahan, Chrissy	PA	6	2020	Berlin, Germany	Original	2/17/2020	2/21/2020	Global Women's Innovation Network
500022968	Christina Ingram	Scott, Robert	VA	3	2020	El Paso, TX	Original	2/17/2020	2/22/2020	Woodrow Wilson International Center for Scholars
500022968	Christina Ingram	Scott, Robert	VA	3	2020	Mexico City, Mexico	Original	2/17/2020	2/22/2020	Woodrow Wilson International Center for Scholars
500022969	Christopher Del Beccaro	McCaul, Michael	TX	10	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022970	Caroline Boothe	Cheney, Liz	WY	0	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022971	Megan Porter	Cheney, Liz	WY	0	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022972	Elena Clark	Steube, W. Gregory	FL	17	2020	Clewiston, FL	Original	2/19/2020	2/21/2020	South Florida Agriculture Foundation
500022972	Elena Clark	Steube, W. Gregory	FL	17	2020	West Palm Beach, FL	Original	2/19/2020	2/21/2020	South Florida Agriculture Foundation
500022973	Mark Martin Bednar	McCarthy, Kevin	CA	20	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022974	Pamela Day	Young, Don	AK	0	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022975	Alison Slagell	Lucas, Frank	OK	3	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022976	Jen Daulby	Davis, Rodney	IL	13	2020	Berlin, Germany	Original	2/17/2020	2/21/2020	Global Women's Innovation Network
500022977	Luke Murry	McCarthy, Kevin	CA	20	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022978	Avyark Mallik	Waters, Maxine	CA	43	2020	San Francisco, CA	Original	2/15/2020	2/21/2020	Conference of State Bank Supervisors
500022979	Nicole Varner	Veasey, Marc	TX	33	2020	San Juan, PR	Original	2/20/2020	2/23/2020	Information Technology and Innovation Foundation
500022980	Malikha Danies	Peterson, Collin C.	MN	7	2020	Clewiston, FL	Original	2/19/2020	2/21/2020	South Florida Agriculture Foundation
500022980	Malikha Danies	Peterson, Collin C.	MN	7	2020	West Palm Beach, FL	Original	2/19/2020	2/21/2020	South Florida Agriculture Foundation
500022981	Patrick Rooney	Meuser, Daniel	PA	9	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022982	Rob Bishop	Bishop, Rob	UT	1	2020	Elmau, Germany	Original	2/15/2020	2/20/2020	German Marshall Fund of the United States
Robert Bosch Stiftung
500022982	Rob Bishop	Bishop, Rob	UT	1	2020	Munich, Germany	Original	2/15/2020	2/20/2020	German Marshall Fund of the United States
Robert Bosch Stiftung
500022983	Elizabeth Hittos	Bilirakis, Gus	FL	12	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022984	Kevin George	Lynch, Stephen	MA	8	2020	San Francisco, CA	Original	2/18/2020	2/21/2020	Conference of State Bank Supervisors
500022985	Angela Brown	Soto, Darren	FL	9	2020	San Juan, PR	Original	2/20/2020	2/23/2020	Information Technology and Innovation Foundation
500022986	Izmira Aitch	Moore, Gwen	WI	4	2020	Banjul, The Gambia	Original	2/16/2020	2/25/2020	International Republican Institute
500022987	Chris Tudor	McClintock, Tom	CA	5	2020	White Sulpher Springs, WV	Amendment	2/19/2020	2/21/2020	Congressional Institute
500022988	Raul Martinez	Shalala, Donna E.	FL	27	2020	Santa Clara, CA	Original	2/25/2020	2/29/2020	US Association of Former Members of Congress
500022989	Scott Luginbill	Walker, Mark	NC	6	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022990	Julie Emmons	Walker, Mark	NC	6	2020	Santa Clara, CA	Original	2/25/2020	2/28/2020	US Association of Former Members of Congress
500022991	Thomas Rice	McCaul, Michael	TX	10	2020	Kigali, Rwanda	Amendment	2/15/2020	2/22/2020	United Nations Foundation
500022992	Adam Magary	Cloud, Michael	TX	27	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500022993	Andy Biggs	Biggs, Andy	AZ	5	2020	Palm Beach, FL	Original	2/28/2020	3/1/2020	Club for Growth
500022994	Mark Meadows	Meadows, Mark	NC	11	2020	Palm Beach, FL	Original	2/28/2020	3/1/2020	Club for Growth
500022995	Dan Bishop	Bishop, Dan	NC	8	2020	Palm Beach, FL	Original	2/28/2020	3/1/2020	Club for Growth
500022996	Warren Davidson	Davidson, Warren	OH	8	2020	Palm Beach, FL	Original	2/28/2020	3/1/2020	Club for Growth
500022997	Henry Turner Bridgforth	Hagedorn, Jim	MN	1	2020	Clewiston, FL	Original	2/19/2020	2/21/2020	South Florida Agricultural Foundation
500022997	Henry Turner Bridgforth	Hagedorn, Jim	MN	1	2020	West Palm Beach, FL	Original	2/19/2020	2/21/2020	South Florida Agricultural Foundation
500022998	Ted Budd	Budd, Ted	NC	13	2020	Palm Beach, FL	Original	2/28/2020	3/1/2020	Club for Growth
500022999	W. Gregory Steube	Steube, W. Gregory	FL	17	2020	Palm Beach, FL	Original	2/28/2020	3/1/2020	Club for Growth
500023000	Loredana Valtierra	Scott, Robert	VA	3	2020	Denver, CO	Amendment	2/17/2020	2/19/2020	Aspen Institute
500023001	Anne Hagen	Veasey, Marc	TX	33	2020	Santa Clara, CA	Original	2/25/2020	2/29/2020	US Association of Former Members of Congress
500023002	Dustin Krasny	Walberg, Tim	MI	5	2020	Santa Clara, CA	Original	2/25/2020	2/29/2020	US Association of Former Members of Congress
500023003	Beau T. Walker	Womack, Steve	AR	3	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500023004	Robin L. Kelly	Kelly, Robin	IL	2	2020	White Sulpher Springs, WV	Original	2/15/2020	2/20/2020	Congressional Institute
500023005	Joseph M. Lillis	Long, Billy	MO	7	2020	Los Angeles, CA	Original	2/18/2020	2/20/2020	Motion Picture Association
500023005	Joseph M. Lillis	Long, Billy	MO	7	2020	Universal City, CA	Original	2/18/2020	2/20/2020	Motion Picture Association
500023006	Sarah Keeler	Johnson, Bill	OH	6	2020	San Francisco, CA	Original	2/25/2020	2/29/2020	US Association of Former Members of Congress
500023007	Benjamin Couhig	Babin, Brian	TX	36	2020	White Sulphur Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500023008	Caroline Cash	Comer, James	KY	1	2020	White Sulphur Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500023009	Piero Tozzi	Smith, Christopher	NJ	4	2020	Naples, FL	Original	3/5/2020	3/7/2020	International Center on Law, LIfe, Faith and Family
500023010	Chellie Pingree	Pingree, Chellie	ME	1	2020	Fayetteville, AR	Original	2/28/2020	3/1/2020	Harvard Law School Food Law and Policy Clinic
500023011	Kelliann Blazek	Pingree, Chellie	ME	1	2020	Fayetteville, AR	Original	2/28/2020	3/1/2020	Harvard Law School Law and Policy Clinic
500023012	James Edge	Flores, Bill	TX	17	2020	Santa Clara, CA	Original	2/25/2020	2/29/2020	US Association of Former Members of Congress
500023013	Greg Brooks	Wenstrup, Brad	OH	2	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500023014	Michael P. Hamilton	McKinley, David B.	WV	1	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500023015	Nancy Louise Peele	Graves, Sam	MO	6	2020	White Sulpher Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500023016	Keenan Austin	McEachin, A. Donald	VA	4	2020	Berlin, Germany	Original	2/17/2020	2/21/2020	Global Women's Innovation Network
500023017	Melanie Egorin	Neal, Richard	MA	1	2020	Berlin, Germany	Original	2/17/2020	2/21/2020	Global Women's Innovation Network
500023018	Jennifer H. White	Engel, Eliot L.	NY	16	2020	Napa, CA	Original	3/5/2020	3/8/2020	World Affairs Council of Northern California
500023019	Wendy D. Anderson	Demings, Val Butler	FL	10	2020	Berlin, Germany	Original	2/17/2020	2/21/2020	Global Women's Innovation Network
500023021	Sean Casten	Casten, Sean	IL	6	2020	Aspen, CO	Original	2/23/2020	2/25/2020	Aspen Institute
500023022	Dan Meyer	McCarthy, Kevin	CA	20	2020	White Sulfur Springs, WV	Original	2/19/2020	2/20/2020	Congressional Institute
500023023	Micah Ketchel	Waltz, Michael	FL	6	2020	White Sulphur Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500023024	Henry Turner Bridgforth	Hagedorn, Jim	MN	1	2020	Fargo, ND	Original	9/1/2020	9/3/2020	Red River Valley Sugarbeet Education Foundation
500023025	Chad Ramey	Luetkemeyer, Blaine	MO	3	2020	White Sulphur Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500023026	Stephen Reynolds	Balderson, Troy	OH	12	2020	Fargo, ND	Original	9/1/2020	9/3/2020	Red River Valley Sugarbeet Education Foundation
500023029	Eric Swalwell	Swalwell, Eric	CA	14	2020	Munich, Germany	Original	2/15/2020	2/20/2020	German Marshall Fund of the United States Robert
Bosch Stiftung
500023030	Jacob Chisholm	Peterson, Collin C.	MN	7	2020	Fargo, ND	Original	9/1/2020	9/3/2020	Red River Valley Sugarbeet Education Foundation
500023031	Dennis Sills	DelBene, Suzan	WA	1	2020	Santa Clara, CA	Original	2/25/2020	2/29/2020	US Association of Former Members of Congress
500023033	Christina McCauley	Matsui, Doris	CA	7	2020	Berlin, Germany	Original	2/17/2020	2/21/2020	Global Women's Innovation Network
500023034	Kathryn Facchiano	Higgins, Clay	LA	3	2020	White Sulphur Springs, WV	Original	2/19/2020	2/22/2020	Congressional Institute
500023035	Corey Elder	Comer, James	KY	1	2020	Charleston, SC	Original	9/17/2020	9/19/2020	Bipartisan Policy Center
500023036	James Comer	Comer, James	KY	1	2020	Charleston, SC	Original	9/17/2020	9/19/2020	Bipartisan Policy Center
500023037	Samuel Walton	Walberg, Tim	MI	5	2020	San Juan, PR	Original	2/20/2020	2/23/2020	Information Technology and Innovation Foundation (ITIF)
500023038	Cathy McMorris Rodgers	Rodgers, Cathy	WA	5	2020	Cumberland, MD	Original	9/21/2020	9/21/2020	Bipartisan Policy Center
500023039	Richard K. Vaughn	DesJarlais, Scott	TN	4	2020	White Sulphur Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500023040	Sasha Bernhard	DelBene, Suzan	WA	1	2020	San Juan, PR	Original	2/20/2020	2/23/2020	Information Technology and Innovation Foundation
500023041	Laura Fullerton	McCaul, Michael	TX	10	2020	White Sulpher Springs, WV	Original	2/19/2020	2/20/2020	Congressional Institute
500023042	Martin Reiser	Scalise, Steve	LA	1	2020	White Sulphur Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500023043	Jessica Mulligan	Jayapal, Pramila	WA	7	2020	Jerusalem, Israel	Original	2/14/2020	2/22/2020	Rebuilding Alliance
500023044	Walker Barrett	Waltz, Michael	FL	6	2020	Cape Canaveral, FL	Original	2/19/2020	2/22/2020	Florida Ports Council
500023044	Walker Barrett	Waltz, Michael	FL	6	2020	Jacksonville, FL	Original	2/19/2020	2/22/2020	Florida Ports Council
500023045	Vivian Moeglein	Westerman, Bruce	AR	4	2020	White Sulphur Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500023046	Steven Pfrang	LaHood, Darin	IL	16	2020	White Sulphur Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500023049	Joe Cunningham	Cunningham, Joe	SC	1	2020	Kuttawa, KY	Original	6/18/2020	6/20/2020	Bipartisan Policy Center
500023051	Jay Kronzer	Green, Mark	TN	7	2020	El Paso, Texas	Original	2/17/2020	2/22/2020	Woodrow Wilson International Center for Scholars
500023051	Jay Kronzer	Green, Mark	TN	7	2020	Mexico	Original	2/17/2020	2/22/2020	Woodrow Wilson International Center for Scholars
500023053	Andy Barr	Barr, Andy	KY	6	2020	Kyoto, Japan	Original	2/15/2020	2/22/2020	US Association of Former Memberss of Congress
500023053	Andy Barr	Barr, Andy	KY	6	2020	Tokyo, Japan	Original	2/15/2020	2/22/2020	US Association of Former Memberss of Congress
500023055	Alexander Ndikum	Cleaver, Emanuel	MO	5	2020	Las Vegas, NV	Original	1/6/2020	1/8/2020	Consumer Technology Association
500023056	Antonia Hill	Hoyer, Steny	MD	5	2020	El Paso, Texas	Original	2/17/2020	2/22/2020	Woodrow Wilson International Center for Scholars
500023056	Antonia Hill	Hoyer, Steny	MD	5	2020	Juarez, Mexico	Original	2/17/2020	2/22/2020	Woodrow Wilson International Center for Scholars
500023059	Barbara Lee	Lee, Barbara	CA	12	2020	Elmau, Germany	Original	2/15/2020	2/20/2020	German Marshall Fund
Robert Bosch Stifung
500023059	Barbara Lee	Lee, Barbara	CA	12	2020	Munich, Germany	Original	2/15/2020	2/20/2020	German Marshall Fund
Robert Bosch Stifung
500023060	Scott Mackenzie	Webster, Daniel	FL	11	2020	Jacksonville, FL	Original	2/19/2020	2/21/2020	Florida Ports Council
500023061	Seth Haymore	Budd, Ted	NC	13	2020	White Sulphur Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500023074	Brent Robertson	Marshall, Roger W.	KS	1	2021	White Sulphur Springs, WV	Original	2/19/2020	2/21/2020	Congressional Institute
500023076	Megan Sims	Carson, Andre	IN	7	2021	Santa Clara, CA	Original	2/25/2020	2/28/2020	US Association of Former Members of Congress
500023078	Whitley O'Neal	Takano, Mark	CA	39	2021	Las Vegas, NV	Original	1/7/2020	1/9/2020	Consumer Technology Association
